Survey,Haul,Latitude,Longitude,DateTime,Length (mm),Weight (g),Age,Maturity,MaturityTable,Sex_index
199403,48,57.88817,-154.55,4/6/1994 7:00,430,726,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,470,738,,5,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,500,984,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,470,756,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,530,1056,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,470,728,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,510,1052,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,530,986,,5,3,2
199403,48,57.88817,-154.55,4/6/1994 7:00,440,638,,5,3,2
199403,48,57.88817,-154.55,4/6/1994 7:00,520,936,,5,3,2
199403,48,57.88817,-154.55,4/6/1994 7:00,460,902,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,450,708,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,460,720,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,430,624,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,460,782,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,460,776,,5,3,2
199403,48,57.88817,-154.55,4/6/1994 7:00,530,994,,4,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,430,600,,2,3,2
199403,48,57.88817,-154.55,4/6/1994 7:00,470,790,,4,3,2
199403,48,57.88817,-154.55,4/6/1994 7:00,540,1124,,5,3,1
199403,48,57.88817,-154.55,4/6/1994 7:00,460,770,,4,3,2
199403,48,57.88817,-154.55,4/6/1994 7:00,570,1162,,5,3,2
199403,48,57.88817,-154.55,4/6/1994 7:00,570,1020,,5,3,2
199403,48,57.88817,-154.55,4/6/1994 7:00,510,1080,,3,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,400,466,4,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,600,1356,10,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,620,1356,9,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,430,548,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,520,924,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,858,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,918,,2,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,460,812,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,430,536,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,748,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,570,1154,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,520,890,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,1096,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,866,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,1056,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,500,936,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,490,944,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,540,1032,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,460,738,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,608,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,440,582,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,828,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,500,1022,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,520,1246,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,490,768,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,946,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,844,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,790,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,500,860,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,460,732,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,704,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,700,,5,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,460,630,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,440,582,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,430,566,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,440,598,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,530,1048,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,1112,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,520,944,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,550,1062,,3,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,520,1086,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,530,1104,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,500,1006,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,550,1194,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,560,1192,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,460,550,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,782,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,460,758,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,460,750,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,718,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,726,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,1190,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,530,1178,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,952,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,490,1056,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,540,1246,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,880,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,500,960,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,622,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,430,550,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,734,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,440,590,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,530,1198,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,824,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,520,1142,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,500,818,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,734,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,550,1218,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,956,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,784,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,910,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,460,820,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,1058,,2,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,780,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,560,1186,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,616,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,828,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,1122,,4,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,674,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,460,844,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,598,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,440,594,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,500,734,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,776,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,500,992,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,550,1146,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,490,892,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,820,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,490,836,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,948,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,490,854,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,570,1592,,3,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,430,606,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,550,1296,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,430,538,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,540,1022,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,560,1156,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,570,1454,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,510,744,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,530,988,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,570,1302,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,540,1110,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,490,826,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,490,900,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,732,,5,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,480,744,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,632,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,656,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,610,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,430,570,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,470,862,,3,3,2
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,672,,5,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,534,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,636,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,440,588,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,722,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,440,656,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,450,742,,4,3,1
199403,49,57.99283,-154.3955,4/6/1994 11:00,460,682,,5,3,1
199403,50,58.069,-154.21333,4/6/1994 16:00,600,1316,12,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,540,1138,10,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,590,1264,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,600,1462,8,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,550,1130,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,500,766,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,560,1056,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,530,960,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,610,1418,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,550,1118,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,580,1086,8,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,580,1210,11,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,560,1092,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,600,1180,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,580,1226,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,580,1248,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,500,840,5,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,500,742,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,580,1190,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,590,1352,10,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,560,1046,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,570,1132,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,600,1288,11,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,580,1242,11,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,550,920,11,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,470,632,,5,3,1
199403,50,58.069,-154.21333,4/6/1994 16:00,540,1326,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,460,734,,2,3,1
199403,50,58.069,-154.21333,4/6/1994 16:00,480,632,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,520,894,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,530,908,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,540,1010,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,570,1168,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,530,990,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,520,870,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,540,1124,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,580,1092,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,470,664,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,610,1254,7,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,530,906,11,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,550,1112,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,610,1178,10,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,480,654,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,560,1070,10,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,580,1110,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,640,1390,10,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,590,1238,10,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,560,1090,10,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,590,1440,11,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,520,874,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,590,1242,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,590,1246,12,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,480,684,,3,3,1
199403,50,58.069,-154.21333,4/6/1994 16:00,460,620,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,600,1250,10,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,540,1058,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,490,732,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,590,1366,7,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,540,924,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,490,828,7,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,510,850,6,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,600,1404,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,580,1192,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,570,1130,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,600,1208,11,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,550,1072,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,570,1104,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,550,990,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,550,1092,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,570,1266,10,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,460,710,,2,3,1
199403,50,58.069,-154.21333,4/6/1994 16:00,480,742,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,460,616,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,590,854,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,610,1592,8,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,620,1424,11,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,610,1442,10,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,600,1264,9,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,520,998,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,540,926,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,560,1096,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,540,994,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,540,1016,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,550,1126,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,540,886,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,450,594,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,580,1198,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,590,1330,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,450,566,,4,3,1
199403,50,58.069,-154.21333,4/6/1994 16:00,510,878,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,470,794,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,500,968,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,560,1178,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,510,856,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,560,1266,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,560,1178,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,550,1002,,5,3,2
199403,50,58.069,-154.21333,4/6/1994 16:00,530,1052,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,550,1218,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,570,1742,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,868,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,570,1262,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,550,1296,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,490,1002,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,460,692,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,570,1184,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,570,1012,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,490,798,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,590,1304,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,450,688,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,992,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,1044,,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,480,984,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,550,1350,7,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,742,,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,460,702,5,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,560,1428,9,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,1026,5,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,450,592,,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,550,1094,8,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,510,1216,5,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,460,918,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,450,660,5,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,450,638,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,988,10,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,1246,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,460,1012,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,550,1354,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,490,870,5,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,1008,10,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,490,842,4,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,480,912,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,440,646,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,470,776,5,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,410,556,5,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,460,760,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,460,586,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,1174,,3,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,620,1302,9,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,1086,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,450,704,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,480,672,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,490,816,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,440,632,5,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,460,688,,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,804,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,920,5,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,550,1418,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,1080,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,1162,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,450,700,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,470,728,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,590,1622,9,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,490,768,5,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,440,598,,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,510,986,9,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,550,1138,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,590,1354,7,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,450,528,,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,450,620,4,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,430,620,,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,570,1254,9,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,1184,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,560,1450,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,460,570,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,440,632,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,470,642,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,1030,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,480,688,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,560,1250,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,600,1488,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,460,678,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,520,934,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,1092,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,996,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,470,708,,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,490,744,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,440,538,,5,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,530,1250,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,560,1468,,3,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,540,1112,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,968,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,480,705,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,460,710,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,600,1434,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,490,1012,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,550,1146,,5,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,520,1082,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,510,1058,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,550,1396,,3,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,470,706,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,918,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,540,1464,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,620,1924,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,902,,4,3,1
199403,51,58.1825,-154.08317,4/6/1994 21:00,550,1012,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,580,1454,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,450,878,,4,3,2
199403,51,58.1825,-154.08317,4/6/1994 21:00,500,870,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,470,780,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,550,1094,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,510,992,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,490,832,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,460,652,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,470,740,,5,3,1
199403,52,58.19783,-154.06033,4/6/1994,490,972,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,470,850,,5,3,1
199403,52,58.19783,-154.06033,4/6/1994,480,812,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,500,1070,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,470,710,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,500,862,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,450,674,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,500,874,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,470,758,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,460,746,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,410,530,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,510,856,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,550,946,,5,3,1
199403,52,58.19783,-154.06033,4/6/1994,490,870,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,550,1090,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,550,1180,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,540,1112,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,480,736,,4,3,1
199403,52,58.19783,-154.06033,4/6/1994,530,1136,,4,3,1
