"model","region","window","bias","correlation","ar"
"CNRM-CM6-1","Eastern_Bering_Sea","annual",1.00591401513729,0.728257066564854,0.0465198743401697
"CNRM-CM6-1","Eastern_Bering_Sea","winter",0.00259174189864564,0.708148088304641,0.172521615278592
"CNRM-CM6-1","Gulf_of_Alaska","annual",1.1708586598776,0.545445081517379,0.0847937684855216
"CNRM-CM6-1","Gulf_of_Alaska","winter",0.123509231348867,0.589642345773068,0.434614761391906
"CNRM-CM6-1","British_Columbia_Coast","annual",1.80453735341115,0.438334000522992,0.0514930770946292
"CNRM-CM6-1","British_Columbia_Coast","winter",0.345249919754346,0.408218462458906,0.243527387410743
"CNRM-CM6-1","Northern_California_Current","annual",2.19656896746989,0.165203747275292,0.0933957327229529
"CNRM-CM6-1","Northern_California_Current","winter",0.560698442219529,-0.00102780225063153,0.194700347320058
"CNRM-CM6-1","Southern_California_Current","annual",2.85823370347658,-0.0634776887655668,0.226548458447801
"CNRM-CM6-1","Southern_California_Current","winter",1.49682360452582,-0.115039480585918,0.304209609675378
"EC-Earth3-CC","North_Pacific","annual",3.03398504272081,0.934533858495375,0.18855982159582
"EC-Earth3-CC","North_Pacific","winter",3.20074730124746,0.918558798515495,0.204157701031122
"EC-Earth3-CC","Eastern_Bering_Sea","annual",2.01606518724601,0.63516725847629,0.0633637736390644
"EC-Earth3-CC","Eastern_Bering_Sea","winter",1.84962972817352,0.486617211403659,0.201133014876745
"EC-Earth3-CC","Gulf_of_Alaska","annual",1.20961953155877,0.457278582650069,0.133498208528535
"EC-Earth3-CC","Gulf_of_Alaska","winter",0.995331284094721,0.382943290628111,0.360658077122023
"EC-Earth3-CC","British_Columbia_Coast","annual",1.08308208817909,0.356051890222217,0.03068346580328
"EC-Earth3-CC","British_Columbia_Coast","winter",0.707365670734266,0.306455559039943,0.174630744165933
"EC-Earth3-CC","Northern_California_Current","annual",0.413268117212697,0.131010983046868,0.0273698330768193
"EC-Earth3-CC","Northern_California_Current","winter",0.212786443634633,0.0446557267030604,0.155458203347115
"EC-Earth3-CC","Southern_California_Current","annual",0.782877354977746,-0.135897959598826,0.252364663151073
"EC-Earth3-CC","Southern_California_Current","winter",0.339944455742353,-0.21124047995523,0.248976100472555
"GISS-E2-1-G","North_Pacific","annual",1.70186778876836,0.900713319315865,0.181952249006241
"GISS-E2-1-G","North_Pacific","winter",2.32538702550011,0.881085385287678,0.151557114005133
"GISS-E2-1-G","Eastern_Bering_Sea","annual",3.20105310676503,-0.24609160943181,0.23659822793486
"GISS-E2-1-G","Eastern_Bering_Sea","winter",2.10706994276935,-0.388998705711548,0.0827423390954165
"GISS-E2-1-G","Gulf_of_Alaska","annual",4.85510269077233,-0.345337558582418,0.292080810742639
"GISS-E2-1-G","Gulf_of_Alaska","winter",4.66370466201149,-0.457433434560715,0.484713553369774
"GISS-E2-1-G","British_Columbia_Coast","annual",3.75300226919268,-0.373389040895546,0.104035313375793
"GISS-E2-1-G","British_Columbia_Coast","winter",3.41649955240669,-0.502187194812062,0.223049133066635
"GISS-E2-1-G","Northern_California_Current","annual",2.40730149349142,-0.117920719321492,0.0277976557994194
"GISS-E2-1-G","Northern_California_Current","winter",3.20776124957531,-0.235329331139354,0.0778851187212798
"GISS-E2-1-G","Southern_California_Current","annual",0.0255681038005111,-0.158846635667087,0.180819992320017
"GISS-E2-1-G","Southern_California_Current","winter",1.694772743967,-0.291951208160374,0.109675732230466
"HadGEM3-GC31-LL","North_Pacific","annual",2.1321604840015,0.832095327530292,0.219743908425159
"HadGEM3-GC31-LL","North_Pacific","winter",2.42136705831393,0.765210169612261,0.204455998137879
"HadGEM3-GC31-LL","Eastern_Bering_Sea","annual",0.493707023952177,0.403841852643176,0.0298675449481702
"HadGEM3-GC31-LL","Eastern_Bering_Sea","winter",0.291032931390617,0.486732719456131,0.0861499513527621
"HadGEM3-GC31-LL","Gulf_of_Alaska","annual",0.467633372054018,-0.144742959738547,0.00354150205059284
"HadGEM3-GC31-LL","Gulf_of_Alaska","winter",0.844942655478268,-0.245590235499118,0.00375038556461808
"HadGEM3-GC31-LL","British_Columbia_Coast","annual",0.199671476060333,-0.00829465957516494,0.112996656476288
"HadGEM3-GC31-LL","British_Columbia_Coast","winter",0.315126451351275,0.0599014944269464,0.0844447120543773
"HadGEM3-GC31-LL","Northern_California_Current","annual",0.923698095339514,-0.165268525166976,0.150308448893074
"HadGEM3-GC31-LL","Northern_California_Current","winter",0.0950304359884342,-0.131960574501356,0.132221423619726
"HadGEM3-GC31-LL","Southern_California_Current","annual",1.12644291473192,-0.413722336873934,0.0131583421048697
"HadGEM3-GC31-LL","Southern_California_Current","winter",0.114952649602598,-0.40363736303124,0.15321206896018
"HadGEM3-GC31-MM","North_Pacific","annual",2.42152510032181,0.730349135586989,0.0771371796288866
"HadGEM3-GC31-MM","North_Pacific","winter",2.7014003534817,0.683314137322315,0.115077858720444
"HadGEM3-GC31-MM","Eastern_Bering_Sea","annual",0.708050823904694,-0.393580083194569,0.276260407815213
"HadGEM3-GC31-MM","Eastern_Bering_Sea","winter",0.440236345075359,-0.492480883618921,0.184685258368367
"HadGEM3-GC31-MM","Gulf_of_Alaska","annual",0.872778857778135,-0.0961885289890187,0.0545132298787057
"HadGEM3-GC31-MM","Gulf_of_Alaska","winter",0.554498871526169,-0.0873603736587894,0.106772483121244
"HadGEM3-GC31-MM","British_Columbia_Coast","annual",1.27751712288281,-0.290868088784827,0.258683559733909
"HadGEM3-GC31-MM","British_Columbia_Coast","winter",0.911222009207677,0.070098763536827,0.0137559627645453
"HadGEM3-GC31-MM","Northern_California_Current","annual",1.16571328891181,-0.36235861406841,0.283542675853614
"HadGEM3-GC31-MM","Northern_California_Current","winter",0.92447793366984,0.201016786393622,0.0960054350165147
"HadGEM3-GC31-MM","Southern_California_Current","annual",1.13601033748808,-0.22548481313662,0.144292251292332
"HadGEM3-GC31-MM","Southern_California_Current","winter",0.641146869951642,0.056257377491066,0.158447850218592
"INM-CM4-8","North_Pacific","annual",2.05886759563282,0.918299487376855,0.17366241045421
"INM-CM4-8","North_Pacific","winter",2.74883376867011,0.768349941146171,0.154946948117702
"INM-CM4-8","Eastern_Bering_Sea","annual",1.63439860327345,0.0913863323370609,0.221654818985617
"INM-CM4-8","Eastern_Bering_Sea","winter",1.10270107111262,0.226501052914995,0.0357688547323359
"INM-CM4-8","Gulf_of_Alaska","annual",0.653127838713686,0.189512238851454,0.187828226948497
"INM-CM4-8","Gulf_of_Alaska","winter",0.346957196650755,-0.177571157280394,0.377524949945608
"INM-CM4-8","British_Columbia_Coast","annual",0.893491841750366,0.334472433931834,0.0408844115077522
"INM-CM4-8","British_Columbia_Coast","winter",0.867992258147567,0.11063067836843,0.196890786262017
"INM-CM4-8","Northern_California_Current","annual",0.982741391432327,0.123231430903706,0.127703877276045
"INM-CM4-8","Northern_California_Current","winter",1.51932406860282,0.0562355660777812,0.0326483912460185
"INM-CM4-8","Southern_California_Current","annual",0.206551996926377,0.00408037219343328,0.0449956758132725
"INM-CM4-8","Southern_California_Current","winter",1.29448729873249,-0.232457442359234,0.159955621314368
"INM-CM5-0","North_Pacific","annual",2.02662175396473,0.943235311892404,0.215633413916738
"INM-CM5-0","North_Pacific","winter",2.68034815045268,0.835374405698193,0.219675960442497
"INM-CM5-0","Eastern_Bering_Sea","annual",0.643303628787232,0.334182389834201,0.178008431201066
"INM-CM5-0","Eastern_Bering_Sea","winter",0.160667562347611,0.103935240453989,0.129707361143212
"INM-CM5-0","Gulf_of_Alaska","annual",0.470009785542016,0.496890227506595,0.0628393215560717
"INM-CM5-0","Gulf_of_Alaska","winter",0.279173313432715,0.112673359566075,0.149762063752077
"INM-CM5-0","British_Columbia_Coast","annual",0.595113682569449,0.216473730054321,0.00923620309099155
"INM-CM5-0","British_Columbia_Coast","winter",0.634757096363741,0.164644425442056,0.173578480916491
"INM-CM5-0","Northern_California_Current","annual",0.0277431024769239,-0.0814418462439343,0.0750587171039907
"INM-CM5-0","Northern_California_Current","winter",0.346059248366847,-0.178540836172611,0.157416591103207
"INM-CM5-0","Southern_California_Current","annual",1.39798624061418,-0.00751296811702339,0.190450580109546
"INM-CM5-0","Southern_California_Current","winter",0.0130393596805636,-0.233767154739213,0.210208542584204
"MIROC-ES2L","North_Pacific","annual",1.86719883175384,0.866389443141134,0.200838743703456
"MIROC-ES2L","North_Pacific","winter",2.60187219008838,0.727382885294007,0.18333908547677
"MIROC-ES2L","Eastern_Bering_Sea","annual",0.66641867075637,0.0195489273599523,0.0604928076078524
"MIROC-ES2L","Eastern_Bering_Sea","winter",0.236561858380917,-0.331529656800527,0.148026211373268
"MIROC-ES2L","Gulf_of_Alaska","annual",0.621744316705447,0.272213060722796,0.159899319253839
"MIROC-ES2L","Gulf_of_Alaska","winter",0.511701990746571,-0.00826123369998146,0.407824458292274
"MIROC-ES2L","British_Columbia_Coast","annual",1.26653222574147,-0.154719706035274,0.0112882727672478
"MIROC-ES2L","British_Columbia_Coast","winter",1.20576945237486,-0.367199783005917,0.231505794926578
"MIROC-ES2L","Northern_California_Current","annual",1.00760531473093,-0.373930431466945,0.0230022736317342
"MIROC-ES2L","Northern_California_Current","winter",0.852504086022506,-0.492387748956273,0.20849646565754
"MIROC-ES2L","Southern_California_Current","annual",2.28006701393191,-0.484190047833852,0.125341316257798
"MIROC-ES2L","Southern_California_Current","winter",1.4750406192653,-0.570531916392628,0.176598256861607
"MIROC6","North_Pacific","annual",2.17553774627797,0.90307231764887,0.236963213910565
"MIROC6","North_Pacific","winter",2.79453681331976,0.80208607852178,0.176094222778397
"MIROC6","Eastern_Bering_Sea","annual",0.547433136139184,0.417720092206436,0.100529243046119
"MIROC6","Eastern_Bering_Sea","winter",0.684183483447102,0.425969030080445,0.0113421600737494
"MIROC6","Gulf_of_Alaska","annual",0.722883023874919,-0.152699992552323,0.0578742017360084
"MIROC6","Gulf_of_Alaska","winter",0.222252862632628,-0.136734632934555,0.238802774936558
"MIROC6","British_Columbia_Coast","annual",1.05311670270338,-0.318629759487529,0.161636775559335
"MIROC6","British_Columbia_Coast","winter",0.456111930850625,-0.467577212645442,0.182746381042762
"MIROC6","Northern_California_Current","annual",1.07135483787634,-0.35087080972982,0.12963475945393
"MIROC6","Northern_California_Current","winter",0.628748254057605,-0.527274428604926,0.07318682722959
"MIROC6","Southern_California_Current","annual",1.68530402902462,-0.284353288377571,0.10381857128073
"MIROC6","Southern_California_Current","winter",0.867166486325782,-0.470635811985461,0.181138244054359
"NorESM2-LM","North_Pacific","annual",2.74243323115907,0.912825473996997,0.197996434808485
"NorESM2-LM","North_Pacific","winter",3.35066076491215,0.833635148271103,0.178593222852745
"NorESM2-LM","Eastern_Bering_Sea","annual",0.198530966267032,0.53962081734264,0.111759510918559
"NorESM2-LM","Eastern_Bering_Sea","winter",0.338923797175626,0.401378863784618,0.132141132274832
"NorESM2-LM","Gulf_of_Alaska","annual",0.577522518276883,0.548935749730573,0.215505174887243
"NorESM2-LM","Gulf_of_Alaska","winter",0.367495603498723,0.403426731175763,0.470310768417558
"NorESM2-LM","British_Columbia_Coast","annual",0.424295019137375,0.50184260862058,0.0778474275488111
"NorESM2-LM","British_Columbia_Coast","winter",0.734204706301064,0.579103295274286,0.153637626141191
"NorESM2-LM","Northern_California_Current","annual",0.849899638886813,0.618626791208776,0.0839434280199309
"NorESM2-LM","Northern_California_Current","winter",0.361982240576792,0.653173040293738,0.152618024821263
"NorESM2-LM","Southern_California_Current","annual",3.17361052920791,0.387858039997541,0.225957053623335
"NorESM2-LM","Southern_California_Current","winter",2.06823818978993,0.42311490283356,0.322550264702229
"NorESM2-MM","North_Pacific","annual",2.37109838413182,0.899021220726047,0.0990238462794335
"NorESM2-MM","North_Pacific","winter",3.04035425876144,0.900690863129423,0.149475749070544
"NorESM2-MM","Eastern_Bering_Sea","annual",0.783112768239101,-0.177188797913819,0.152358117020802
"NorESM2-MM","Eastern_Bering_Sea","winter",0.0866911833000932,-0.250288251799671,0.294224539711851
"NorESM2-MM","Gulf_of_Alaska","annual",0.772113549747006,0.404168210805996,0.354413348487448
"NorESM2-MM","Gulf_of_Alaska","winter",0.355031003695855,0.355798589766666,0.643244627483785
"NorESM2-MM","British_Columbia_Coast","annual",0.865337667054188,0.470713682901703,0.144476083026945
"NorESM2-MM","British_Columbia_Coast","winter",0.848440516413546,0.557032008704078,0.385478920818165
"NorESM2-MM","Northern_California_Current","annual",0.293713319122041,0.593836078324863,0.225641048947967
"NorESM2-MM","Northern_California_Current","winter",0.454974858327807,0.58924088208643,0.379534552484096
"NorESM2-MM","Southern_California_Current","annual",1.13088844236195,0.542779297163979,0.325334053326473
"NorESM2-MM","Southern_California_Current","winter",0.415814217865274,0.531750291360277,0.397980974608729
"UKESM1-0-LL","North_Pacific","annual",2.03893825830498,0.967814495126185,0.269194611703727
"UKESM1-0-LL","North_Pacific","winter",2.34408501097103,0.831023632006308,0.24634386725055
"UKESM1-0-LL","Eastern_Bering_Sea","annual",1.00222358353539,0.358784388329521,0.0822630040577521
"UKESM1-0-LL","Eastern_Bering_Sea","winter",0.740036640582567,0.157562489686546,0.140552029802484
"UKESM1-0-LL","Gulf_of_Alaska","annual",0.847980918598188,0.427594818350161,0.0347787593999305
"UKESM1-0-LL","Gulf_of_Alaska","winter",1.36425178913757,0.163320101998097,0.234093891448776
"UKESM1-0-LL","British_Columbia_Coast","annual",0.0275394267149345,0.276946900518576,0.0561976814238196
"UKESM1-0-LL","British_Columbia_Coast","winter",0.684709910449346,0.113097378314555,0.0868455385872611
"UKESM1-0-LL","Northern_California_Current","annual",0.686418441725559,0.200981338548684,0.0102833097648861
"UKESM1-0-LL","Northern_California_Current","winter",0.289801394107414,0.136610323689019,0.0187425330621351
"UKESM1-0-LL","Southern_California_Current","annual",0.74555385834257,0.0132799163219852,0.165373456932856
"UKESM1-0-LL","Southern_California_Current","winter",0.5724656536681,-0.0940659755763898,0.143230942833163
