"model","year","warming"
"ACCESS-CM2",1953,0.0467283282568502
"ACCESS-CM2",1954,0.0389742352995381
"ACCESS-CM2",1955,0.0305874645962036
"ACCESS-CM2",1956,0.0216338744852645
"ACCESS-CM2",1957,0.0121835626252631
"ACCESS-CM2",1958,0.00231043462671448
"ACCESS-CM2",1959,-0.00790824374062506
"ACCESS-CM2",1960,-0.0183923073515219
"ACCESS-CM2",1961,-0.0290591621197203
"ACCESS-CM2",1962,-0.0398242615837677
"ACCESS-CM2",1963,-0.0506015863325078
"ACCESS-CM2",1964,-0.0613041229917055
"ACCESS-CM2",1965,-0.0718443395902097
"ACCESS-CM2",1966,-0.0821346542436958
"ACCESS-CM2",1967,-0.0920878942339936
"ACCESS-CM2",1968,-0.101617742720742
"ACCESS-CM2",1969,-0.110639170497736
"ACCESS-CM2",1970,-0.119068850395884
"ACCESS-CM2",1971,-0.126825552137478
"ACCESS-CM2",1972,-0.133830515658482
"ACCESS-CM2",1973,-0.140007801136057
"ACCESS-CM2",1974,-0.145284614184369
"ACCESS-CM2",1975,-0.149591604911089
"ACCESS-CM2",1976,-0.152863139757647
"ACCESS-CM2",1977,-0.155037545275807
"ACCESS-CM2",1978,-0.156057323220419
"ACCESS-CM2",1979,-0.155869336560027
"ACCESS-CM2",1980,-0.154424966222884
"ACCESS-CM2",1981,-0.15168023860345
"ACCESS-CM2",1982,-0.14759592405231
"ACCESS-CM2",1983,-0.142137606759522
"ACCESS-CM2",1984,-0.135275726616332
"ACCESS-CM2",1985,-0.126985593801982
"ACCESS-CM2",1986,-0.117247376990576
"ACCESS-CM2",1987,-0.106046066206198
"ACCESS-CM2",1988,-0.093371411473541
"ACCESS-CM2",1989,-0.0792178385145379
"ACCESS-CM2",1990,-0.0635843428298769
"ACCESS-CM2",1991,-0.0464743635775217
"ACCESS-CM2",1992,-0.0278956387183375
"ACCESS-CM2",1993,-0.00786004294291966
"ACCESS-CM2",1994,0.0136165900768071
"ACCESS-CM2",1995,0.0365146595510514
"ACCESS-CM2",1996,0.0608110019870367
"ACCESS-CM2",1997,0.0864791065990932
"ACCESS-CM2",1998,0.113489340177038
"ACCESS-CM2",1999,0.141809179903844
"ACCESS-CM2",2000,0.171403452651142
"ACCESS-CM2",2001,0.202234579325737
"ACCESS-CM2",2002,0.234262822891636
"ACCESS-CM2",2003,0.267446538748891
"ACCESS-CM2",2004,0.301742426211369
"ACCESS-CM2",2005,0.337105779890163
"ACCESS-CM2",2006,0.373490739855308
"ACCESS-CM2",2007,0.410850539516718
"ACCESS-CM2",2008,0.449137750232741
"ACCESS-CM2",2009,0.48830452172249
"ACCESS-CM2",2010,0.52830281742441
"ACCESS-CM2",2011,0.569084644007228
"ACCESS-CM2",2012,0.610602274302099
"ACCESS-CM2",2013,0.652808462982622
"ACCESS-CM2",2014,0.695656654375602
"ACCESS-CM2",2015,0.739101181836668
"ACCESS-CM2",2016,0.783097458173733
"ACCESS-CM2",2017,0.827602156644613
"ACCESS-CM2",2018,0.872573382096847
"ACCESS-CM2",2019,0.91797083185354
"ACCESS-CM2",2020,0.96375594598363
"ACCESS-CM2",2021,1.0098920466246
"ACCESS-CM2",2022,1.0563444660539
"ACCESS-CM2",2023,1.10308066323056
"ACCESS-CM2",2024,1.15007032855192
"ACCESS-CM2",2025,1.19728547659304
"ACCESS-CM2",2026,1.24470052661752
"ACCESS-CM2",2027,1.29229237066994
"ACCESS-CM2",2028,1.34004042908185
"ACCESS-CM2",2029,1.38792669324575
"ACCESS-CM2",2030,1.43593575553569
"ACCESS-CM2",2031,1.48405482627917
"ACCESS-CM2",2032,1.53227373771309
"ACCESS-CM2",2033,1.58058493488889
"ACCESS-CM2",2034,1.62898345352507
"ACCESS-CM2",2035,1.67746688484468
"ACCESS-CM2",2036,1.72603532747654
"ACCESS-CM2",2037,1.77469132654416
"ACCESS-CM2",2038,1.82343980011685
"ACCESS-CM2",2039,1.87228795324966
"ACCESS-CM2",2040,1.92124517989697
"ACCESS-CM2",2041,1.97032295304396
"ACCESS-CM2",2042,2.01953470346522
"ACCESS-CM2",2043,2.06889568758466
"ACCESS-CM2",2044,2.11842284498164
"ACCESS-CM2",2045,2.16813464615665
"ACCESS-CM2",2046,2.21805093124352
"ACCESS-CM2",2047,2.26819274042547
"ACCESS-CM2",2048,2.31858213688564
"ACCESS-CM2",2049,2.36924202319145
"ACCESS-CM2",2050,2.4201959520827
"ACCESS-CM2",2051,2.47146793269721
"ACCESS-CM2",2052,2.52308223333112
"ACCESS-CM2",2053,2.57506318188762
"ACCESS-CM2",2054,2.62743496522002
"ACCESS-CM2",2055,2.68022142862088
"ACCESS-CM2",2056,2.73344587674708
"ACCESS-CM2",2057,2.7871308773017
"ACCESS-CM2",2058,2.84129806881572
"ACCESS-CM2",2059,2.89596797388516
"ACCESS-CM2",2060,2.95115981922318
"ACCESS-CM2",2061,3.00689136387917
"ACCESS-CM2",2062,3.06317873695964
"ACCESS-CM2",2063,3.12003628615842
"ACCESS-CM2",2064,3.17747643836311
"ACCESS-CM2",2065,3.23550957355716
"ACCESS-CM2",2066,3.29414391317409
"ACCESS-CM2",2067,3.35338542399146
"ACCESS-CM2",2068,3.41323773857001
"ACCESS-CM2",2069,3.47370209315297
"ACCESS-CM2",2070,3.53477728384125
"ACCESS-CM2",2071,3.59645964175201
"ACCESS-CM2",2072,3.65874302775317
"ACCESS-CM2",2073,3.72161884724486
"ACCESS-CM2",2074,3.78507608533185
"ACCESS-CM2",2075,3.84910136259984
"ACCESS-CM2",2076,3.91367901157477
"ACCESS-CM2",2077,3.97879117380844
"ACCESS-CM2",2078,4.04441791739818
"ACCESS-CM2",2079,4.11053737461282
"ACCESS-CM2",2080,4.17712589916643
"ACCESS-CM2",2081,4.24415824255173
"ACCESS-CM2",2082,4.31160774872321
"ACCESS-CM2",2083,4.37944656630469
"ACCESS-CM2",2084,4.44764587738764
"ACCESS-CM2",2085,4.51617614188969
"ACCESS-CM2",2086,4.58500735635686
"ACCESS-CM2",2087,4.65410932601629
"ACCESS-CM2",2088,4.72345194882927
"ACCESS-CM2",2089,4.7930055102444
"ACCESS-CM2",2090,4.86274098732284
"ACCESS-CM2",2091,4.93263036089156
"ACCESS-CM2",2092,5.00264693438535
"ACCESS-CM2",2093,5.07276565805777
"ACCESS-CM2",2094,5.14296345728162
"ACCESS-CM2",2095,5.21321956371793
"ACCESS-CM2",2096,5.28351584820954
"ACCESS-CM2",2097,5.35383715435302
"ACCESS-CM2",2098,5.42417163181875
"ACCESS-CM2",2099,5.4945110686254
"ACCESS-ESM1-5",1850,0.137577927146634
"ACCESS-ESM1-5",1851,0.132002634514796
"ACCESS-ESM1-5",1852,0.126427362152194
"ACCESS-ESM1-5",1853,0.120852199405676
"ACCESS-ESM1-5",1854,0.115277360303252
"ACCESS-ESM1-5",1855,0.109703228592186
"ACCESS-ESM1-5",1856,0.104130394157174
"ACCESS-ESM1-5",1857,0.0985596814982087
"ACCESS-ESM1-5",1858,0.0929921710407398
"ACCESS-ESM1-5",1859,0.0874292141183714
"ACCESS-ESM1-5",1860,0.0818724425201715
"ACCESS-ESM1-5",1861,0.0763237735212402
"ACCESS-ESM1-5",1862,0.0707854113243958
"ACCESS-ESM1-5",1863,0.0652598458291367
"ACCESS-ESM1-5",1864,0.059749849614405
"ACCESS-ESM1-5",1865,0.0542584739730856
"ACCESS-ESM1-5",1866,0.0487890447730127
"ACCESS-ESM1-5",1867,0.043345158839688
"ACCESS-ESM1-5",1868,0.0379306814636619
"ACCESS-ESM1-5",1869,0.0325497455325355
"ACCESS-ESM1-5",1870,0.0272067526739705
"ACCESS-ESM1-5",1871,0.0219063766763117
"ACCESS-ESM1-5",1872,0.0166535693279779
"ACCESS-ESM1-5",1873,0.0114535686887672
"ACCESS-ESM1-5",1874,0.00631190967784655
"ACCESS-ESM1-5",1875,0.00123443673602068
"ACCESS-ESM1-5",1876,-0.00377268180193654
"ACCESS-ESM1-5",1877,-0.00870293810595743
"ACCESS-ESM1-5",1878,-0.0135494686087475
"ACCESS-ESM1-5",1879,-0.0183050378085163
"ACCESS-ESM1-5",1880,-0.0229620228868925
"ACCESS-ESM1-5",1881,-0.0275123999823316
"ACCESS-ESM1-5",1882,-0.0319477330140253
"ACCESS-ESM1-5",1883,-0.036259165989842
"ACCESS-ESM1-5",1884,-0.0404374197505432
"ACCESS-ESM1-5",1885,-0.0444727941036336
"ACCESS-ESM1-5",1886,-0.048355176282068
"ACCESS-ESM1-5",1887,-0.0520740566243691
"ACCESS-ESM1-5",1888,-0.0556185523148777
"ACCESS-ESM1-5",1889,-0.0589774399465883
"ACCESS-ESM1-5",1890,-0.0621391975727706
"ACCESS-ESM1-5",1891,-0.0650920568011007
"ACCESS-ESM1-5",1892,-0.067824065353854
"ACCESS-ESM1-5",1893,-0.0703231603740624
"ACCESS-ESM1-5",1894,-0.0725772525991094
"ACCESS-ESM1-5",1895,-0.0745743213548901
"ACCESS-ESM1-5",1896,-0.0763025201455857
"ACCESS-ESM1-5",1897,-0.0777502924298529
"ACCESS-ESM1-5",1898,-0.0789064969844908
"ACCESS-ESM1-5",1899,-0.0797605420682056
"ACCESS-ESM1-5",1900,-0.0803025274069395
"ACCESS-ESM1-5",1901,-0.0805233928388704
"ACCESS-ESM1-5",1902,-0.0804150722782017
"ACCESS-ESM1-5",1903,-0.0799706514879861
"ACCESS-ESM1-5",1904,-0.0791845279965097
"ACCESS-ESM1-5",1905,-0.0780525713500699
"ACCESS-ESM1-5",1906,-0.0765722817705507
"ACCESS-ESM1-5",1907,-0.0747429451831728
"ACCESS-ESM1-5",1908,-0.0725657824965181
"ACCESS-ESM1-5",1909,-0.0700440909591069
"ACCESS-ESM1-5",1910,-0.0671833753841925
"ACCESS-ESM1-5",1911,-0.0639914670280028
"ACCESS-ESM1-5",1912,-0.0604786279291871
"ACCESS-ESM1-5",1913,-0.0566576385675079
"ACCESS-ESM1-5",1914,-0.0525438667800306
"ACCESS-ESM1-5",1915,-0.0481553159814187
"ACCESS-ESM1-5",1916,-0.0435126508729194
"ACCESS-ESM1-5",1917,-0.0386391989900969
"ACCESS-ESM1-5",1918,-0.0335609266317041
"ACCESS-ESM1-5",1919,-0.0283063879305609
"ACCESS-ESM1-5",1920,-0.0229066460687635
"ACCESS-ESM1-5",1921,-0.0173951659028294
"ACCESS-ESM1-5",1922,-0.0118076775470724
"ACCESS-ESM1-5",1923,-0.00618201076221068
"ACCESS-ESM1-5",1924,-0.000557900308214557
"ACCESS-ESM1-5",1925,0.00502323725728133
"ACCESS-ESM1-5",1926,0.010518554524516
"ACCESS-ESM1-5",1927,0.015884050779299
"ACCESS-ESM1-5",1928,0.0210748746795481
"ACCESS-ESM1-5",1929,0.0260456502608766
"ACCESS-ESM1-5",1930,0.0307508241536956
"ACCESS-ESM1-5",1931,0.0351450315882229
"ACCESS-ESM1-5",1932,0.0391834784746742
"ACCESS-ESM1-5",1933,0.0428223365759851
"ACCESS-ESM1-5",1934,0.0460191485446928
"ACCESS-ESM1-5",1935,0.0487332393761066
"ACCESS-ESM1-5",1936,0.0509261306410772
"ACCESS-ESM1-5",1937,0.052561953705483
"ACCESS-ESM1-5",1938,0.0536078580230917
"ACCESS-ESM1-5",1939,0.0540344105057774
"ACCESS-ESM1-5",1940,0.0538159819323736
"ACCESS-ESM1-5",1941,0.0529311163554559
"ACCESS-ESM1-5",1942,0.0513628795062274
"ACCESS-ESM1-5",1943,0.0490991822808201
"ACCESS-ESM1-5",1944,0.0461330755180326
"ACCESS-ESM1-5",1945,0.0424630124473111
"ACCESS-ESM1-5",1946,0.0380930753968425
"ACCESS-ESM1-5",1947,0.0330331636030147
"ACCESS-ESM1-5",1948,0.0272991392527266
"ACCESS-ESM1-5",1949,0.0209129292168517
"ACCESS-ESM1-5",1950,0.0139025802935382
"ACCESS-ESM1-5",1951,0.00630226617203121
"ACCESS-ESM1-5",1952,-0.00184775525408965
"ACCESS-ESM1-5",1953,-0.0105012351527093
"ACCESS-ESM1-5",1954,-0.0196060780650469
"ACCESS-ESM1-5",1955,-0.0291045372540109
"ACCESS-ESM1-5",1956,-0.0389334605929553
"ACCESS-ESM1-5",1957,-0.0490245860066006
"ACCESS-ESM1-5",1958,-0.0593048849837581
"ACCESS-ESM1-5",1959,-0.0696969521938642
"ACCESS-ESM1-5",1960,-0.0801194387620185
"ACCESS-ESM1-5",1961,-0.0904875262945553
"ACCESS-ESM1-5",1962,-0.100713438305086
"ACCESS-ESM1-5",1963,-0.110706985273488
"ACCESS-ESM1-5",1964,-0.120376139182912
"ACCESS-ESM1-5",1965,-0.129627633026506
"ACCESS-ESM1-5",1966,-0.138367580460682
"ACCESS-ESM1-5",1967,-0.146502110509299
"ACCESS-ESM1-5",1968,-0.153938011996044
"ACCESS-ESM1-5",1969,-0.160583382204393
"ACCESS-ESM1-5",1970,-0.166348274137653
"ACCESS-ESM1-5",1971,-0.171145336678237
"ACCESS-ESM1-5",1972,-0.174890441926723
"ACCESS-ESM1-5",1973,-0.177503294038834
"ACCESS-ESM1-5",1974,-0.178908013971919
"ACCESS-ESM1-5",1975,-0.179033694702425
"ACCESS-ESM1-5",1976,-0.177814921680969
"ACCESS-ESM1-5",1977,-0.175192253550605
"ACCESS-ESM1-5",1978,-0.171112658465229
"ACCESS-ESM1-5",1979,-0.165529901705619
"ACCESS-ESM1-5",1980,-0.158404880697977
"ACCESS-ESM1-5",1981,-0.149705903990063
"ACCESS-ESM1-5",1982,-0.139408911229127
"ACCESS-ESM1-5",1983,-0.127497631709538
"ACCESS-ESM1-5",1984,-0.113963679611076
"ACCESS-ESM1-5",1985,-0.0988065846263956
"ACCESS-ESM1-5",1986,-0.082033757272197
"ACCESS-ESM1-5",1987,-0.0636603887879112
"ACCESS-ESM1-5",1988,-0.0437092861414699
"ACCESS-ESM1-5",1989,-0.0222106432786842
"ACCESS-ESM1-5",1990,0.000798249636131246
"ACCESS-ESM1-5",1991,0.0252733566408062
"ACCESS-ESM1-5",1992,0.051164303128153
"ACCESS-ESM1-5",1993,0.0784148362436132
"ACCESS-ESM1-5",1994,0.106963334512299
"ACCESS-ESM1-5",1995,0.136743362186642
"ACCESS-ESM1-5",1996,0.167684263353464
"ACCESS-ESM1-5",1997,0.199711790431971
"ACCESS-ESM1-5",1998,0.232748761337059
"ACCESS-ESM1-5",1999,0.2667157392786
"ACCESS-ESM1-5",2000,0.301531728921656
"ACCESS-ESM1-5",2001,0.337114882446468
"ACCESS-ESM1-5",2002,0.373383208923877
"ACCESS-ESM1-5",2003,0.410255280363019
"ACCESS-ESM1-5",2004,0.447650927794136
"ACCESS-ESM1-5",2005,0.485491920821733
"ACCESS-ESM1-5",2006,0.523702624220183
"ACCESS-ESM1-5",2007,0.562210625346332
"ACCESS-ESM1-5",2008,0.600947326407525
"ACCESS-ESM1-5",2009,0.639848495949287
"ACCESS-ESM1-5",2010,0.678854774308951
"ACCESS-ESM1-5",2011,0.717912128218557
"ACCESS-ESM1-5",2012,0.756972250227012
"ACCESS-ESM1-5",2013,0.795992899142989
"ACCESS-ESM1-5",2014,0.83493817827282
"ACCESS-ESM1-5",2015,0.87377874883317
"ACCESS-ESM1-5",2016,0.912491976554625
"ACCESS-ESM1-5",2017,0.95106201014864
"ACCESS-ESM1-5",2018,0.98947979098433
"ACCESS-ESM1-5",2019,1.02774299400309
"ACCESS-ESM1-5",2020,1.06585590058348
"ACCESS-ESM1-5",2021,1.10382920474815
"ACCESS-ESM1-5",2022,1.14167975477195
"ACCESS-ESM1-5",2023,1.17943023289925
"ACCESS-ESM1-5",2024,1.21710877650235
"ACCESS-ESM1-5",2025,1.25474854460427
"ACCESS-ESM1-5",2026,1.29238723424327
"ACCESS-ESM1-5",2027,1.33006655166681
"ACCESS-ESM1-5",2028,1.36783164380333
"ACCESS-ESM1-5",2029,1.40573049586786
"ACCESS-ESM1-5",2030,1.44381330130584
"ACCESS-ESM1-5",2031,1.48213181056649
"ACCESS-ESM1-5",2032,1.5207386654186
"ACCESS-ESM1-5",2033,1.55968672567521
"ACCESS-ESM1-5",2034,1.5990283952778
"ACCESS-ESM1-5",2035,1.63881495470482
"ACCESS-ESM1-5",2036,1.67909590661104
"ACCESS-ESM1-5",2037,1.71991834147708
"ACCESS-ESM1-5",2038,1.76132632985041
"ACCESS-ESM1-5",2039,1.80336034749389
"ACCESS-ESM1-5",2040,1.84605673942753
"ACCESS-ESM1-5",2041,1.889447228456
"ACCESS-ESM1-5",2042,1.93355847332445
"ACCESS-ESM1-5",2043,1.97841168113917
"ACCESS-ESM1-5",2044,2.0240222781379
"ACCESS-ESM1-5",2045,2.07039964229584
"ACCESS-ESM1-5",2046,2.11754690062109
"ACCESS-ESM1-5",2047,2.16546079332707
"ACCESS-ESM1-5",2048,2.21413160638092
"ACCESS-ESM1-5",2049,2.26354317321964
"ACCESS-ESM1-5",2050,2.31367294571016
"ACCESS-ESM1-5",2051,2.36449213370867
"ACCESS-ESM1-5",2052,2.41596591186084
"ACCESS-ESM1-5",2053,2.46805369158043
"ACCESS-ESM1-5",2054,2.52070945545953
"ACCESS-ESM1-5",2055,2.57388215070585
"ACCESS-ESM1-5",2056,2.62751613757544
"ACCESS-ESM1-5",2057,2.68155168818309
"ACCESS-ESM1-5",2058,2.73592553053085
"ACCESS-ESM1-5",2059,2.79057143210236
"ACCESS-ESM1-5",2060,2.8454208169363
"ACCESS-ESM1-5",2061,2.90040340971444
"ACCESS-ESM1-5",2062,2.9554479000881
"ACCESS-ESM1-5",2063,3.01048262022105
"ACCESS-ESM1-5",2064,3.06543622834915
"ACCESS-ESM1-5",2065,3.12023839105281
"ACCESS-ESM1-5",2066,3.1748204569025
"ACCESS-ESM1-5",2067,3.22911611417691
"ACCESS-ESM1-5",2068,3.2830620254612
"ACCESS-ESM1-5",2069,3.33659843211288
"ACCESS-ESM1-5",2070,3.38966972182871
"ACCESS-ESM1-5",2071,3.44222495285849
"ACCESS-ESM1-5",2072,3.49421832878382
"ACCESS-ESM1-5",2073,3.54560961821043
"ACCESS-ESM1-5",2074,3.59636451420424
"ACCESS-ESM1-5",2075,3.6464549288298
"ACCESS-ESM1-5",2076,3.69585921871876
"ACCESS-ESM1-5",2077,3.74456233819868
"ACCESS-ESM1-5",2078,3.7925559171414
"ACCESS-ESM1-5",2079,3.83983826133983
"ACCESS-ESM1-5",2080,3.88641427388228
"ACCESS-ESM1-5",2081,3.93229529665712
"ACCESS-ESM1-5",2082,3.97749887178131
"ACCESS-ESM1-5",2083,4.02204842339382
"ACCESS-ESM1-5",2084,4.06597286088046
"ACCESS-ESM1-5",2085,4.10930610519601
"ACCESS-ESM1-5",2086,4.15208654050927
"ACCESS-ESM1-5",2087,4.19435639391209
"ACCESS-ESM1-5",2088,4.23616104639898
"ACCESS-ESM1-5",2089,4.27754827872498
"ACCESS-ESM1-5",2090,4.31856745608735
"ACCESS-ESM1-5",2091,4.35926865584041
"ACCESS-ESM1-5",2092,4.39970174263546
"ACCESS-ESM1-5",2093,4.4399153954761
"ACCESS-ESM1-5",2094,4.47995609118748
"ACCESS-ESM1-5",2095,4.51986704870856
"ACCESS-ESM1-5",2096,4.55968713843053
"ACCESS-ESM1-5",2097,4.59944976051138
"ACCESS-ESM1-5",2098,4.63918169569875
"ACCESS-ESM1-5",2099,4.6789019316855
"BCC-CSM2-MR",1850,-0.0317111771220903
"BCC-CSM2-MR",1851,-0.0252933695208745
"BCC-CSM2-MR",1852,-0.0188849709886401
"BCC-CSM2-MR",1853,-0.0125012867814499
"BCC-CSM2-MR",1854,-0.00616396421537088
"BCC-CSM2-MR",1855,9.99082718574525e-05
"BCC-CSM2-MR",1856,0.00625868105301472
"BCC-CSM2-MR",1857,0.0122770005868896
"BCC-CSM2-MR",1858,0.0181166420889215
"BCC-CSM2-MR",1859,0.0237373154122738
"BCC-CSM2-MR",1860,0.0290974417742476
"BCC-CSM2-MR",1861,0.0341548988386648
"BCC-CSM2-MR",1862,0.0388677315937147
"BCC-CSM2-MR",1863,0.0431948264450328
"BCC-CSM2-MR",1864,0.0470965459731598
"BCC-CSM2-MR",1865,0.0505353218793083
"BCC-CSM2-MR",1866,0.0534762037621325
"BCC-CSM2-MR",1867,0.0558873615272903
"BCC-CSM2-MR",1868,0.0577405394272419
"BCC-CSM2-MR",1869,0.0590114599587204
"BCC-CSM2-MR",1870,0.0596801761054266
"BCC-CSM2-MR",1871,0.0597313707001446
"BCC-CSM2-MR",1872,0.0591546019898755
"BCC-CSM2-MR",1873,0.0579444948164648
"BCC-CSM2-MR",1874,0.0561008771689912
"BCC-CSM2-MR",1875,0.0536288622187611
"BCC-CSM2-MR",1876,0.0505388763105705
"BCC-CSM2-MR",1877,0.0468466337493338
"BCC-CSM2-MR",1878,0.0425730595861452
"BCC-CSM2-MR",1879,0.0377441619690041
"BCC-CSM2-MR",1880,0.0323908559758568
"BCC-CSM2-MR",1881,0.0265487411891197
"BCC-CSM2-MR",1882,0.020257835597146
"BCC-CSM2-MR",1883,0.0135622687157463
"BCC-CSM2-MR",1884,0.00650993711011622
"BCC-CSM2-MR",1885,-0.000847874239910203
"BCC-CSM2-MR",1886,-0.00845690105203447
"BCC-CSM2-MR",1887,-0.016260335444735
"BCC-CSM2-MR",1888,-0.0241992841678237
"BCC-CSM2-MR",1889,-0.0322132451533156
"BCC-CSM2-MR",1890,-0.0402405980688005
"BCC-CSM2-MR",1891,-0.0482191044799902
"BCC-CSM2-MR",1892,-0.0560864131894201
"BCC-CSM2-MR",1893,-0.0637805663144584
"BCC-CSM2-MR",1894,-0.0712405016997345
"BCC-CSM2-MR",1895,-0.0784065473268738
"BCC-CSM2-MR",1896,-0.0852209034877556
"BCC-CSM2-MR",1897,-0.0916281086244172
"BCC-CSM2-MR",1898,-0.0975754849085972
"BCC-CSM2-MR",1899,-0.103013559836482
"BCC-CSM2-MR",1900,-0.107896460344184
"BCC-CSM2-MR",1901,-0.112182276209264
"BCC-CSM2-MR",1902,-0.11583338978732
"BCC-CSM2-MR",1903,-0.118816769439551
"BCC-CSM2-MR",1904,-0.121104224334121
"BCC-CSM2-MR",1905,-0.122672618648483
"BCC-CSM2-MR",1906,-0.123504043557528
"BCC-CSM2-MR",1907,-0.123585945762543
"BCC-CSM2-MR",1908,-0.12291121169222
"BCC-CSM2-MR",1909,-0.121478206889255
"BCC-CSM2-MR",1910,-0.119290770478772
"BCC-CSM2-MR",1911,-0.116358164995756
"BCC-CSM2-MR",1912,-0.112694982224442
"BCC-CSM2-MR",1913,-0.108321006069697
"BCC-CSM2-MR",1914,-0.103261033836453
"BCC-CSM2-MR",1915,-0.0975446576339121
"BCC-CSM2-MR",1916,-0.0912060079459392
"BCC-CSM2-MR",1917,-0.0842834617121192
"BCC-CSM2-MR",1918,-0.0768193175460096
"BCC-CSM2-MR",1919,-0.0688594409737422
"BCC-CSM2-MR",1920,-0.0604528828061804
"BCC-CSM2-MR",1921,-0.0516514739594418
"BCC-CSM2-MR",1922,-0.0425094002102507
"BCC-CSM2-MR",1923,-0.0330827605131957
